id,message,date_created,story,sender,receiver,seen
1506,at nibh in hac habitasse platea dictumst aliquam augue quam,3/5/2021 22:02,1,335,114,0
1507,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,3/1/2021 17:55,0,787,907,1
1508,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,3/3/2021 9:10,0,892,763,0
1509,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3/4/2021 1:50,0,773,670,1
1510,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,3/6/2021 6:29,1,814,554,0
1511,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,3/2/2021 3:01,1,408,383,0
1512,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,3/4/2021 19:03,0,890,133,1
1513,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,3/2/2021 4:36,0,441,980,1
1514,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,3/2/2021 13:22,0,676,30,1
1515,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,3/7/2021 22:55,1,646,768,0
1516,purus phasellus in felis donec semper sapien a libero nam dui,3/6/2021 22:48,1,347,971,1
1517,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,3/6/2021 15:46,0,464,325,0
1518,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,3/7/2021 13:04,0,598,309,1
1519,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,3/3/2021 9:02,0,70,86,0
1520,nunc commodo placerat praesent blandit nam nulla integer pede justo,3/2/2021 16:00,1,64,736,0
1521,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,3/3/2021 4:51,1,567,754,0
1522,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,3/6/2021 4:20,1,762,617,0
1523,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,3/6/2021 5:15,0,898,252,1
1524,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,3/8/2021 5:12,1,282,494,1
1525,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,3/3/2021 3:25,0,208,258,0
1526,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,3/8/2021 17:21,0,174,943,1
1527,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,3/8/2021 23:03,1,171,779,1
1528,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,3/4/2021 1:37,0,14,967,0
1529,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,3/7/2021 21:39,1,289,940,0
1530,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,3/2/2021 10:47,0,291,455,0
1531,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,3/6/2021 15:37,1,907,459,1
1532,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,3/1/2021 0:36,0,751,297,1
1533,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,3/3/2021 8:32,0,850,86,1
1534,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,3/2/2021 16:47,0,137,884,0
1535,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,3/7/2021 18:05,0,21,630,0
1536,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,3/2/2021 10:36,0,522,298,0
1537,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,3/1/2021 13:14,1,324,548,0
1538,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,3/4/2021 6:29,0,149,901,0
1539,phasellus in felis donec semper sapien a libero nam dui proin leo,3/3/2021 20:01,1,34,461,1
1540,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,3/8/2021 20:21,1,534,656,0
1541,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,3/4/2021 1:27,1,286,727,1
1542,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,3/3/2021 14:45,1,831,13,1
1543,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,3/7/2021 20:08,0,216,582,1
1544,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,3/6/2021 0:53,0,526,740,1
1545,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,3/3/2021 16:33,0,244,668,0
1546,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,3/1/2021 4:37,0,813,286,0
1547,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,3/7/2021 9:25,1,362,851,1
1548,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,3/7/2021 3:53,0,56,871,0
1549,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,3/1/2021 8:36,1,171,316,1
1550,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,3/8/2021 4:18,1,268,918,0
1551,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,3/1/2021 9:19,1,187,579,1
1552,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,3/7/2021 10:21,0,803,280,0
1553,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,3/2/2021 2:19,0,249,204,0
1554,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,3/4/2021 7:11,0,636,84,1
1555,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,3/8/2021 6:53,1,433,841,1
1556,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,3/6/2021 5:38,0,387,560,1
1557,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,3/6/2021 3:03,0,766,114,0
1558,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,3/2/2021 7:46,1,962,572,0
1559,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,3/2/2021 17:25,1,916,42,0
1560,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,3/4/2021 0:57,0,119,319,0
1561,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,3/1/2021 10:49,1,513,918,1
1562,semper est quam pharetra magna ac consequat metus sapien ut,3/5/2021 7:20,1,4,864,0
1563,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,3/4/2021 4:33,0,9,441,1
1564,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,3/8/2021 22:24,1,6,998,1
1565,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,3/7/2021 20:45,0,318,297,1
1566,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,3/7/2021 2:36,0,955,446,1
1567,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,3/7/2021 1:49,1,113,615,1
1568,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,3/3/2021 11:18,1,521,371,1
1569,lectus in est risus auctor sed tristique in tempus sit amet sem,3/2/2021 12:26,0,299,748,0
1570,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,3/8/2021 9:01,0,63,573,1
1571,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,3/1/2021 5:59,1,153,263,1
1572,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,3/7/2021 10:50,1,91,142,1
1573,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,3/8/2021 8:10,1,564,649,0
1574,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,3/7/2021 11:41,1,39,665,1
1575,neque sapien placerat ante nulla justo aliquam quis turpis eget,3/3/2021 4:49,1,752,797,1
1576,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,3/8/2021 17:06,1,218,557,0
1577,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,3/6/2021 3:27,1,950,690,0
1578,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,3/3/2021 0:50,0,149,254,1
1579,a suscipit nulla elit ac nulla sed vel enim sit amet nunc,3/2/2021 21:36,0,802,726,0
1580,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,3/5/2021 23:47,1,756,680,0
1581,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,3/6/2021 11:45,0,623,939,0
1582,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,3/3/2021 5:15,1,691,404,1
1583,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,3/8/2021 22:30,1,91,963,1
1584,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,3/5/2021 16:23,0,436,743,1
1585,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,3/5/2021 12:08,1,671,103,0
1586,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,3/6/2021 11:48,1,640,867,1
1587,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,3/5/2021 4:20,0,707,294,1
1588,convallis nulla neque libero convallis eget eleifend luctus ultricies eu,3/1/2021 14:33,1,736,715,0
1589,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,3/8/2021 2:18,0,393,426,0
1590,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,3/6/2021 15:56,1,488,875,0
1591,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,3/7/2021 2:01,0,899,782,0
1592,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,3/5/2021 14:28,0,950,783,0
1593,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,3/6/2021 15:36,1,924,269,0
1594,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,3/6/2021 16:28,0,540,98,1
1595,venenatis lacinia aenean sit amet justo morbi ut odio cras mi,3/7/2021 13:33,1,533,351,0
1596,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,3/3/2021 5:20,0,217,661,1
1597,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,3/3/2021 18:49,0,200,983,0
1598,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,3/5/2021 22:21,0,304,744,1
1599,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,3/6/2021 21:21,1,848,652,1
1600,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,3/3/2021 10:24,0,107,164,0
1601,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,3/1/2021 9:57,1,355,768,0
1602,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,3/3/2021 21:32,0,234,728,1
1603,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,3/1/2021 3:54,0,772,511,1
1604,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,3/7/2021 22:58,0,308,644,1
1605,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,3/8/2021 3:28,1,226,719,1
1606,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,3/3/2021 0:55,1,993,78,1
1607,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,3/5/2021 2:05,1,939,855,1
1608,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,3/1/2021 11:34,1,375,705,0
1609,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,3/3/2021 2:33,0,799,978,0
1610,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,3/3/2021 19:22,1,715,40,0
1611,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,3/6/2021 18:43,0,818,13,1
1612,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,3/6/2021 6:51,0,147,981,0
1613,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,3/2/2021 20:27,0,365,230,1
1614,mi in porttitor pede justo eu massa donec dapibus duis at velit eu,3/4/2021 19:42,0,1000,363,1
1615,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,3/5/2021 21:52,1,795,920,1
1616,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,3/3/2021 13:21,1,350,211,0
1617,nulla nunc purus phasellus in felis donec semper sapien a libero nam,3/5/2021 12:01,0,223,654,1
1618,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,3/3/2021 6:04,0,503,162,0
1619,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,3/7/2021 17:58,0,863,389,1
1620,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,3/4/2021 18:40,0,954,500,1
1621,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,3/3/2021 3:03,1,418,601,1
1622,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,3/8/2021 16:06,0,37,135,0
1623,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,3/5/2021 22:56,1,825,552,1
1624,nulla tellus in sagittis dui vel nisl duis ac nibh fusce,3/3/2021 13:14,0,469,742,1
1625,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,3/6/2021 21:48,1,508,157,0
1626,duis faucibus accumsan odio curabitur convallis duis consequat dui nec,3/5/2021 7:04,1,550,255,1
1627,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,3/5/2021 10:23,0,100,114,1
1628,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,3/3/2021 0:13,0,530,918,1
1629,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,3/2/2021 19:02,1,769,378,1
1630,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,3/2/2021 17:59,1,615,86,1
1631,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,3/2/2021 16:07,0,31,983,1
1632,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,3/6/2021 0:25,1,634,530,1
1633,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,3/5/2021 6:23,1,354,315,0
1634,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,3/6/2021 3:48,0,64,13,0
1635,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,3/2/2021 13:47,0,730,647,1
1636,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,3/5/2021 14:05,1,711,184,0
1637,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,3/8/2021 20:32,1,880,594,1
1638,mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3/8/2021 4:47,0,108,260,1
1639,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,3/4/2021 20:45,1,404,534,1
1640,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,3/7/2021 5:32,0,873,211,0
1641,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,3/8/2021 8:23,0,621,174,1
1642,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,3/6/2021 22:46,0,467,59,1
1643,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,3/1/2021 9:16,0,187,524,0
1644,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,3/6/2021 21:10,1,817,550,0
1645,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,3/3/2021 22:52,0,641,153,0
1646,cras in purus eu magna vulputate luctus cum sociis natoque,3/4/2021 7:11,0,127,674,0
1647,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,3/2/2021 10:58,1,165,55,1
1648,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,3/8/2021 18:04,0,189,398,0
1649,a nibh in quis justo maecenas rhoncus aliquam lacus morbi,3/7/2021 18:54,1,228,961,1
1650,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,3/6/2021 5:17,1,162,843,0
1651,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,3/6/2021 11:49,1,500,179,0
1652,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,3/6/2021 10:31,1,480,44,0
1653,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,3/4/2021 11:46,1,148,198,0
1654,sed ante vivamus tortor duis mattis egestas metus aenean fermentum,3/7/2021 10:42,0,910,103,1
1655,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,3/7/2021 17:50,1,787,602,1
1656,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,3/3/2021 12:17,0,963,90,0
1657,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,3/2/2021 13:21,0,856,910,0
1658,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,3/1/2021 0:54,1,746,201,0
1659,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,3/5/2021 5:46,1,360,490,0
1660,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,3/7/2021 17:31,1,908,765,0
1661,nunc proin at turpis a pede posuere nonummy integer non,3/5/2021 8:34,0,707,728,0
1662,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,3/1/2021 19:51,0,931,612,0
1663,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,3/8/2021 13:44,0,127,186,0
1664,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,3/8/2021 15:14,0,260,335,1
1665,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,3/7/2021 12:47,1,304,493,0
1666,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,3/8/2021 16:15,1,374,649,1
1667,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,3/2/2021 8:53,1,496,646,1
1668,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,3/5/2021 8:58,0,545,559,0
1669,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,3/5/2021 21:35,1,927,674,0
1670,non mi integer ac neque duis bibendum morbi non quam nec dui luctus,3/7/2021 3:43,0,847,111,0
1671,cursus urna ut tellus nulla ut erat id mauris vulputate elementum,3/3/2021 2:38,0,79,719,1
1672,donec semper sapien a libero nam dui proin leo odio porttitor id,3/4/2021 2:47,0,271,368,0
1673,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,3/4/2021 9:49,1,946,822,0
1674,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,3/2/2021 12:07,1,754,592,0
1675,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,3/4/2021 16:20,0,561,733,0
1676,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,3/3/2021 15:54,0,30,945,0
1677,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,3/2/2021 7:51,0,306,371,1
1678,congue eget semper rutrum nulla nunc purus phasellus in felis,3/4/2021 14:58,1,707,595,0
1679,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,3/4/2021 23:14,1,514,453,0
1680,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,3/2/2021 12:03,1,170,565,0
1681,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,3/6/2021 9:41,1,752,990,0
1682,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,3/2/2021 12:17,0,428,88,0
1683,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,3/7/2021 18:20,1,390,670,1
1684,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,3/6/2021 16:04,1,844,307,1
1685,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,3/1/2021 2:08,0,940,706,1
1686,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,3/8/2021 11:52,1,281,901,0
1687,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,3/6/2021 18:47,1,510,87,1
1688,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,3/6/2021 18:17,0,343,719,1
1689,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,3/8/2021 14:11,1,161,277,1
1690,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,3/8/2021 10:36,0,615,235,1
1691,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,3/6/2021 12:25,0,777,724,0
1692,ut nunc vestibulum ante ipsum primis in faucibus orci luctus,3/6/2021 9:56,1,528,964,1
1693,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,3/8/2021 12:08,1,54,962,0
1694,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,3/1/2021 13:32,1,829,435,0
1695,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,3/3/2021 6:25,1,152,455,1
1696,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,3/8/2021 16:35,1,420,657,1
1697,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,3/8/2021 13:16,0,48,194,0
1698,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,3/7/2021 17:52,0,863,448,0
1699,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,3/2/2021 22:45,0,106,419,0
1700,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,3/3/2021 18:01,0,427,896,1
1701,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,3/4/2021 8:44,1,344,318,0
1702,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,3/1/2021 18:29,0,106,537,1
1703,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,3/4/2021 12:37,0,523,26,1
1704,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,3/7/2021 22:56,1,607,570,1
1705,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,3/3/2021 13:30,0,180,903,1
1706,in felis donec semper sapien a libero nam dui proin,3/5/2021 16:22,1,632,524,0
1707,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,3/1/2021 11:07,0,622,443,1
1708,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,3/1/2021 16:32,1,481,256,0
1709,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,3/6/2021 8:26,0,40,696,0
1710,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,3/2/2021 3:30,1,447,789,0
1711,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,3/5/2021 19:58,1,69,635,0
1712,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,3/7/2021 7:16,1,373,766,1
1713,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,3/5/2021 18:59,1,53,670,1
1714,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,3/4/2021 11:33,0,635,265,1
1715,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,3/2/2021 6:46,0,600,249,1
1716,integer a nibh in quis justo maecenas rhoncus aliquam lacus,3/5/2021 12:02,0,595,977,0
1717,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,3/2/2021 17:53,1,434,490,0
1718,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,3/1/2021 12:05,1,749,215,0
1719,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,3/6/2021 11:01,0,78,591,0
1720,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,3/1/2021 11:22,1,439,285,0
1721,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,3/2/2021 0:40,0,605,421,1
1722,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,3/5/2021 3:08,0,194,729,0
1723,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,3/5/2021 23:47,0,36,345,0
1724,ligula nec sem duis aliquam convallis nunc proin at turpis,3/5/2021 13:16,1,20,20,0
1725,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,3/7/2021 22:30,0,509,479,1
1726,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,3/4/2021 17:02,1,645,760,1
